sport,religion,cute,audio,shop,sentimental,bad_boy,age
0.4,0.0,0.0,0.0,0.0,0.2,0.0,15.242
0.0,0.25,0.0,0.6,0.2,0.0,0.25,
0.2,0.5,0.0,0.0,0.0,0.6,0.25,19.201
0.4,0.0,0.0,0.0,0.2,0.0,0.25,18.776
0.1,0.5,0.0,0.0,0.0,0.0,0.0,18.237000000000002
0.6,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,
0.5,0.0,0.0,0.0,0.4,0.2,0.0,18.598
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.303
0.1,0.0,0.0,0.2,0.0,0.4,0.0,18.289
0.3,0.0,1.3333333333333333,2.2,1.6,0.0,0.0,19.320999999999998
0.0,0.25,0.0,0.0,0.2,0.4,0.0,18.762
0.0,0.0,0.0,0.2,0.0,0.0,0.0,
0.0,0.0,0.3333333333333333,0.2,0.2,0.0,0.0,19.192
0.5,0.25,0.0,0.0,0.6,0.2,0.0,18.604
0.1,0.0,0.0,0.8,0.4,0.2,0.0,18.96
0.8,0.75,0.0,0.2,0.0,0.2,0.0,18.88
1.5,0.0,0.0,0.2,0.0,0.0,0.0,18.858
0.2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,0.0,0.0,0.0,0.0,0.25,18.570999999999998
0.3,0.0,0.0,0.0,0.2,0.0,0.0,19.099
0.0,0.0,0.0,0.6,0.2,0.0,0.0,18.771
0.6,0.0,0.0,0.2,0.2,0.2,0.0,
0.0,0.0,0.0,0.0,0.0,0.2,0.0,
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.836
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.430999999999997
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.434
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.483
0.0,0.0,0.6666666666666666,0.2,0.0,0.8,0.5,18.075
0.0,0.0,0.0,0.0,0.4,0.2,0.0,18.524
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.839000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.398
0.1,0.0,0.0,1.4,0.0,0.0,0.25,
0.0,0.0,0.0,0.2,0.0,0.2,0.25,19.797
0.0,0.5,0.0,2.0,0.2,2.2,1.0,18.746
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.582
0.4,0.0,0.0,0.0,0.0,0.2,0.0,18.166
0.1,0.5,0.0,0.4,0.2,0.0,0.5,20.115
0.0,0.0,0.0,1.4,0.2,0.6,0.25,18.667
0.4,0.25,0.0,0.0,0.0,0.2,0.0,19.077
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.719
0.0,0.0,0.0,0.0,0.0,0.0,0.25,19.061
0.0,0.25,0.0,0.2,0.2,0.8,0.25,18.82
0.0,0.25,0.0,0.6,0.0,0.8,0.5,18.702
0.1,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.552
0.1,0.0,0.0,0.0,0.4,0.4,0.25,18.333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.25,0.3333333333333333,2.8,0.2,0.0,0.0,18.163
1.3,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,19.034000000000002
1.2,0.0,0.3333333333333333,0.2,0.2,0.0,0.0,18.47
0.1,0.0,0.0,0.2,0.0,0.4,0.25,18.605999999999998
0.1,1.25,0.0,0.6,0.4,0.0,0.0,18.757
0.2,0.0,0.0,0.4,0.0,0.2,0.0,19.305
0.1,0.0,0.0,0.2,0.0,0.6,0.0,18.179000000000002
0.6,0.0,0.6666666666666666,0.2,0.4,0.0,0.25,18.533
0.1,0.75,0.0,0.0,0.0,0.0,0.0,19.227999999999998
0.1,0.25,0.0,0.8,0.0,0.2,0.75,18.612000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.25,18.333
0.1,0.0,0.0,0.2,0.0,0.2,0.0,18.549
0.0,0.0,0.0,0.4,0.0,0.0,0.0,19.176
0.0,0.0,0.3333333333333333,0.2,0.4,0.0,0.0,18.924
0.0,0.0,0.0,0.0,0.4,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.749000000000002
0.0,0.0,0.3333333333333333,1.0,0.2,0.2,0.25,18.491
0.3,0.0,0.0,0.4,0.2,0.0,0.75,19.014
0.1,0.25,0.3333333333333333,0.2,0.0,0.2,0.0,18.322
0.0,1.25,0.3333333333333333,1.6,0.0,0.0,0.25,
0.0,0.0,0.0,0.0,0.2,0.2,0.25,18.574
0.2,0.0,0.3333333333333333,0.4,0.0,0.0,0.0,18.261
0.0,0.0,0.0,0.2,0.0,0.0,0.25,18.576
0.0,0.25,0.0,0.0,0.2,0.2,0.0,18.53
0.0,0.25,0.0,0.4,0.0,0.0,0.0,
0.0,0.5,0.0,0.4,0.0,0.0,0.0,18.842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.855999999999998
0.2,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,18.968
0.1,0.25,0.0,0.0,0.0,0.0,0.0,18.721
0.0,0.0,0.0,1.0,0.0,0.8,0.25,18.875
0.1,0.0,0.0,0.0,0.2,0.0,0.25,17.727999999999998
0.2,0.0,0.6666666666666666,0.2,0.6,0.2,0.25,18.36
0.5,0.0,0.0,0.4,0.4,0.0,0.0,18.869
0.0,0.0,0.0,0.6,0.0,0.0,0.0,106.24799999999999
0.1,0.0,0.0,0.6,0.0,0.2,0.0,18.554000000000002
0.0,0.75,1.6666666666666667,0.4,0.0,0.0,0.0,18.861
0.4,1.25,0.3333333333333333,0.8,3.8,1.0,0.0,18.382
0.4,0.0,0.0,0.0,0.0,0.0,0.25,19.165
0.1,0.0,0.0,0.6,0.0,0.0,0.0,17.749000000000002
0.0,0.0,0.6666666666666666,0.0,0.8,0.4,0.0,18.752
0.2,0.0,0.0,0.2,0.0,0.0,0.25,18.812
0.0,0.5,0.0,0.4,0.0,0.0,0.0,
0.0,0.0,0.0,1.0,0.2,0.2,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.784000000000002
0.0,0.75,0.0,0.6,0.0,0.2,0.5,18.541
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.305
0.0,0.25,0.0,2.6,0.2,0.2,0.0,
0.0,0.0,0.0,1.2,0.0,0.0,0.0,19.493
0.0,0.0,0.0,0.2,0.0,0.0,0.0,106.631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.8,0.0,0.0,0.2,0.0,0.4,0.0,19.179000000000002
0.0,0.0,0.0,0.0,0.0,0.2,0.25,18.201
0.3,0.0,0.0,0.2,0.0,0.0,0.0,18.04
0.0,0.0,0.0,0.0,0.0,0.2,0.0,
0.0,0.5,0.0,0.0,0.0,0.0,0.0,17.823
0.1,0.0,0.0,0.2,0.2,0.0,0.75,18.771
0.1,0.0,0.0,0.6,0.0,0.0,0.0,18.842
0.0,0.0,0.3333333333333333,1.0,0.4,0.0,0.5,18.275
0.2,1.75,0.0,1.6,0.2,0.0,0.0,19.102
0.4,0.0,0.0,1.2,0.0,0.4,0.0,18.998
0.0,0.0,0.0,0.0,0.4,0.0,0.0,18.7
0.2,0.25,0.0,0.0,0.0,0.0,0.0,18.724
0.3,0.0,0.0,0.0,0.2,0.0,0.0,
0.0,0.0,0.3333333333333333,0.2,0.2,0.0,0.0,18.527
0.3,0.0,0.0,0.2,0.2,0.0,0.0,18.732
0.1,0.0,0.3333333333333333,0.4,0.0,0.4,0.0,18.886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7
0.1,0.0,0.0,0.4,0.0,0.2,0.0,18.179000000000002
0.0,0.75,0.0,0.4,0.0,0.0,0.0,18.461
0.4,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,0.0,0.4,0.0,0.4,0.0,19.893
0.0,0.0,0.0,0.2,0.2,0.0,0.25,18.212
0.0,0.0,0.0,0.0,0.0,0.0,0.5,18.601
0.0,0.0,0.0,1.4,0.0,0.0,0.0,19.031
0.3,0.5,0.0,0.2,0.0,0.0,0.5,19.214000000000002
0.2,2.0,0.0,0.2,1.4,0.0,0.0,18.623
0.2,0.0,0.0,0.0,0.0,0.0,0.0,19.069000000000003
0.0,0.0,0.0,0.0,0.0,0.0,0.25,105.947
0.0,0.0,0.0,0.2,0.2,0.0,0.0,18.448
0.4,0.5,0.0,0.2,0.0,0.0,0.0,18.99
0.6,0.5,1.0,0.2,1.2,0.4,0.25,18.275
0.0,0.5,0.0,0.0,0.0,0.0,0.0,19.398
0.1,0.0,0.0,0.0,0.0,0.0,0.25,
0.5,0.25,0.0,0.4,0.0,0.2,0.0,18.908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.4,0.0,0.0,19.562
0.2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.25,0.0,0.0,0.0,0.0,0.0,
0.1,0.5,0.0,0.2,0.6,0.0,0.0,19.009
0.2,0.0,0.3333333333333333,1.2,0.0,0.2,0.0,18.355
0.1,0.25,0.0,1.0,0.0,0.2,0.75,18.375999999999998
0.3,0.75,0.0,1.0,0.0,0.0,0.0,18.675
0.6,1.25,0.0,0.2,0.4,0.6,0.0,18.782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.354
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.823
0.0,0.0,0.0,0.4,0.0,0.0,0.0,18.831
0.0,0.0,0.0,0.2,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.535
0.0,0.0,0.0,0.6,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.25,18.086
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.942999999999998
0.0,0.0,0.6666666666666666,0.4,0.2,0.0,0.75,18.721
0.1,0.0,0.0,0.2,0.0,0.0,0.0,20.611
1.0,0.5,0.6666666666666666,1.0,0.2,1.2,0.5,
0.1,0.25,0.0,0.6,0.0,0.0,0.0,18.672
0.1,0.0,2.3333333333333335,0.0,0.0,0.4,0.0,
0.1,0.25,0.0,0.4,0.6,0.0,0.0,
0.4,0.0,0.0,0.2,0.0,0.0,0.0,17.407
0.2,0.25,0.6666666666666666,1.0,0.2,0.6,0.75,18.968
0.1,0.0,0.3333333333333333,0.4,0.0,0.0,0.0,20.033
0.0,0.0,0.0,1.8,0.0,0.0,0.5,18.691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.6,0.0,0.0,0.0,18.163
0.1,0.25,0.0,0.0,0.0,0.0,0.0,18.801
0.2,0.0,0.3333333333333333,0.0,0.4,0.0,0.0,19.54
0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.552
0.1,1.75,0.0,0.2,0.0,0.0,0.0,18.823
0.1,0.0,0.0,0.8,0.0,0.0,0.0,18.53
0.0,0.0,2.0,0.2,0.8,0.0,0.0,18.631
0.5,0.0,0.6666666666666666,0.4,0.0,0.0,0.5,17.965999999999998
0.0,0.0,0.3333333333333333,0.6,0.4,0.6,0.0,18.363
0.0,0.25,0.0,0.6,0.6,0.2,0.0,18.93
0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.651
0.2,0.0,0.0,0.2,0.0,0.0,0.75,
0.0,0.75,0.0,0.6,0.2,0.0,0.0,
0.0,0.0,0.3333333333333333,0.2,0.2,0.2,0.0,17.394000000000002
0.2,0.5,0.0,0.4,0.0,0.4,0.0,19.058
0.6,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,18.686
0.2,2.75,0.6666666666666666,0.0,0.0,6.6,0.5,18.327
0.6,0.0,0.0,0.2,0.0,0.0,0.0,18.968
0.0,0.0,0.0,0.6,0.2,0.6,0.0,19.227999999999998
0.0,0.0,0.0,0.0,0.2,0.2,0.0,18.801
0.0,0.0,0.0,0.4,0.0,0.0,0.0,18.877
0.0,2.5,0.0,0.0,0.0,0.0,0.0,19.035999999999998
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.91
0.0,0.25,0.0,0.0,0.0,0.2,0.25,18.672
0.2,0.0,0.0,0.4,0.0,1.4,0.0,18.653
0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.891
0.0,0.0,0.0,0.0,0.2,0.2,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,19.389
0.0,0.5,0.0,0.4,0.0,0.0,0.0,
0.0,0.25,0.0,0.2,0.0,1.0,0.0,18.585
1.1,0.75,0.0,0.0,0.0,0.2,0.5,18.639
0.4,0.5,0.0,0.0,0.0,0.0,0.0,18.075
0.0,0.5,0.0,0.0,0.2,0.0,0.0,18.355
0.3,0.0,0.0,0.0,0.0,0.0,0.0,19.436
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.48
0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.27
0.0,0.0,0.0,0.2,0.0,0.4,0.25,18.297
0.9,1.0,4.0,2.8,1.6,3.0,1.25,18.845
0.0,0.0,0.0,0.0,0.4,0.0,0.0,
0.6,0.0,0.0,0.6,0.0,0.0,0.0,19.149
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.053
0.0,0.5,0.0,0.4,0.0,0.0,0.25,
0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,18.303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.869
0.8,0.25,2.0,1.2,1.6,0.8,0.25,
0.0,0.75,1.0,0.2,0.0,0.4,0.5,18.535
0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.25,18.861
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,18.051
0.2,0.0,0.3333333333333333,0.4,1.4,0.4,0.0,18.448
0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.5,18.053
0.3,0.0,0.3333333333333333,0.8,0.6,0.8,0.5,18.01
0.5,0.25,0.0,0.4,1.8,0.2,0.0,18.801
0.2,0.0,1.0,2.8,0.8,0.2,0.0,17.974
0.0,0.0,0.0,0.4,0.2,0.2,0.0,18.867
0.2,0.0,0.0,0.4,0.0,0.6,0.0,18.65
0.0,3.25,0.0,0.4,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.4,0.0,0.0,18.921
0.1,0.25,3.3333333333333335,3.0,0.0,3.2,0.0,19.387
0.3,1.25,0.0,0.2,0.2,0.2,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.467
0.1,0.0,0.0,0.0,0.2,0.0,0.0,18.324
0.1,0.0,0.6666666666666666,1.2,0.4,0.2,0.25,18.491
0.0,0.0,1.6666666666666667,0.4,0.6,0.6,0.0,18.845
0.4,0.25,0.0,0.0,0.6,0.4,0.0,18.423
0.0,0.0,0.0,0.2,0.0,0.0,0.0,19.009
0.0,0.25,1.3333333333333333,4.0,0.0,0.2,0.0,18.357
0.0,0.75,0.0,0.2,0.2,0.2,0.25,18.660999999999998
0.4,0.25,0.3333333333333333,0.2,0.6,0.0,0.0,
0.1,0.0,0.0,0.2,0.0,0.0,0.0,18.765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.386999999999997
0.0,0.0,0.0,0.2,0.0,0.0,0.5,18.887999999999998
0.0,0.0,0.0,0.4,0.0,0.2,0.0,18.456
0.1,0.5,0.0,0.0,0.0,0.0,0.0,18.669
0.2,0.25,0.3333333333333333,0.0,1.2,0.0,0.0,18.226
0.0,0.25,0.0,0.2,0.0,0.0,0.0,18.563
0.5,0.25,0.0,0.2,0.0,0.0,0.25,19.343
0.0,0.0,0.0,1.0,0.4,0.0,0.0,5.4510000000000005
0.2,0.0,0.0,0.0,0.2,0.0,0.0,
0.1,0.25,0.0,0.0,0.2,0.2,0.25,18.366
0.0,0.25,0.0,1.0,0.0,0.0,0.0,18.415
0.0,0.75,0.3333333333333333,0.6,1.2,0.0,0.0,18.801
0.0,0.0,0.0,0.4,0.6,0.0,0.0,106.439
0.1,0.0,1.3333333333333333,0.6,0.6,0.0,0.5,18.39
0.0,0.5,0.0,0.0,0.2,0.0,0.75,
0.1,0.0,0.0,0.2,0.8,0.4,0.25,
0.3,0.0,0.0,0.8,0.2,0.4,0.0,19.206
0.4,0.0,0.3333333333333333,0.8,0.6,0.0,0.0,18.418
0.1,0.0,1.0,0.6,1.0,1.2,0.25,18.809
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.297
0.0,0.0,0.0,0.0,0.0,2.4,0.5,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.267
0.5,1.0,0.0,0.0,0.2,0.0,0.0,19.543
0.0,0.0,0.0,0.2,1.4,0.4,0.0,19.077
0.0,0.0,0.0,0.4,0.0,0.0,0.25,19.195
0.0,0.0,0.0,0.2,0.0,0.0,0.0,14.919
0.0,0.25,0.3333333333333333,0.0,0.2,0.0,0.25,17.52
0.0,0.0,0.0,0.2,0.2,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.25,0.0,0.0,0.0,0.6,0.0,18.62
0.0,0.0,0.0,0.2,0.4,0.2,0.0,
0.0,0.0,0.0,0.2,0.2,0.0,0.0,18.672
0.0,0.0,0.0,0.4,0.0,0.2,0.0,18.453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.7,0.25,0.6666666666666666,0.2,0.0,0.4,0.0,
0.3,0.25,1.6666666666666667,0.6,0.8,1.8,0.25,18.349
0.1,0.25,1.0,0.0,0.4,0.4,0.0,18.344
0.3,0.5,0.0,0.2,0.2,0.2,0.0,18.883
0.2,0.0,0.0,0.6,1.2,0.2,0.0,19.967
1.2,0.0,0.6666666666666666,0.4,0.0,0.6,0.5,19.469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.2,0.0,0.0,19.127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.439
0.3,1.0,0.0,0.6,0.0,0.4,0.0,18.453
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.5,0.0,1.6,0.0,0.0,0.0,18.631
0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.919
0.0,0.0,0.0,0.2,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.6,0.0,0.0,18.968
0.3,0.0,0.6666666666666666,0.2,0.0,0.2,0.0,
0.0,0.75,0.0,1.8,0.0,0.0,0.0,19.132
0.9,0.25,0.3333333333333333,0.0,0.2,0.0,0.25,17.725
0.1,0.0,0.0,0.4,0.2,0.4,0.0,18.552
0.4,0.0,0.0,0.2,0.2,0.0,0.0,
0.0,0.0,0.3333333333333333,0.2,0.0,0.8,0.0,
0.0,0.0,0.0,0.0,0.2,0.0,0.0,19.214000000000002
0.0,0.5,0.0,0.6,0.0,0.4,0.25,18.335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.22
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.949
0.0,0.0,0.0,0.0,0.4,0.0,0.0,18.686
0.2,0.0,0.0,0.8,0.0,0.0,0.0,18.582
0.0,0.0,0.3333333333333333,1.4,0.0,0.2,0.0,18.39
0.0,0.25,0.0,0.2,0.0,0.0,0.0,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.242
0.0,0.0,0.0,0.2,0.0,0.0,0.25,18.771
0.3,0.25,2.3333333333333335,0.6,1.2,1.6,0.5,14.765
0.1,0.0,0.0,0.0,0.0,0.0,0.0,18.155
1.0,0.0,0.0,0.0,0.4,0.2,0.25,18.004
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.867
0.0,0.0,0.3333333333333333,0.2,0.4,0.4,0.0,19.097
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.639
0.0,0.0,0.0,0.0,0.2,0.0,0.0,18.423
0.0,0.25,0.0,0.4,0.2,0.0,0.25,18.338
0.0,0.5,0.0,1.0,0.0,0.8,0.25,19.428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.375999999999998
0.1,0.0,0.0,0.2,0.0,0.0,0.0,18.741
0.0,0.0,2.6666666666666665,0.2,0.0,1.0,0.25,18.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.574
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.138
0.0,0.25,0.3333333333333333,0.2,0.0,0.4,0.25,
0.4,0.0,0.0,0.4,0.0,0.0,0.0,18.012
0.0,0.5,0.0,0.2,0.2,0.0,0.0,18.697
0.0,0.0,0.0,0.0,0.0,0.0,0.25,18.512999999999998
0.0,0.0,0.0,0.2,0.2,0.4,0.0,19.151
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.25,1.3333333333333333,0.2,0.0,0.0,0.0,18.475
0.3,0.75,0.0,0.4,0.0,0.0,0.0,18.686
0.2,0.25,0.3333333333333333,0.6,1.2,0.2,0.0,19.258
0.0,0.0,0.3333333333333333,0.6,0.2,0.0,0.0,18.757
0.1,0.0,0.0,0.4,0.0,0.4,0.0,18.908
0.0,0.0,0.0,0.8,0.0,0.0,0.0,18.565
0.0,0.25,0.6666666666666666,0.6,0.0,0.0,0.0,18.316
0.1,0.25,0.0,0.2,0.2,0.2,0.0,18.595
0.5,0.0,0.0,0.2,0.0,0.0,0.0,18.595
0.0,0.0,0.0,0.0,0.0,0.2,0.25,19.168
0.1,0.25,1.6666666666666667,0.6,0.6,0.4,0.0,19.225
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,18.565
0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.461
0.7,0.25,2.6666666666666665,0.4,1.0,0.4,0.5,19.22
0.0,0.0,0.0,0.4,0.0,0.2,0.25,
0.1,0.5,0.0,0.6,0.0,0.0,0.0,18.3
0.0,0.25,0.0,0.2,0.4,0.2,0.0,18.784000000000002
0.0,0.5,0.0,0.0,0.0,0.4,0.25,19.203
0.1,0.0,0.6666666666666666,0.2,0.2,0.0,0.25,18.798
0.1,0.0,0.0,1.2,0.6,0.0,0.0,18.519000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.675
0.0,0.75,0.3333333333333333,0.0,0.2,0.2,0.0,18.245
0.6,0.0,2.0,0.6,0.6,0.2,0.0,18.445
0.0,0.25,0.0,0.2,0.0,0.0,0.0,18.94
0.1,0.25,0.0,0.0,0.0,0.0,0.0,18.935
0.3,0.25,0.0,0.0,0.2,0.2,0.0,18.393
0.0,0.25,0.0,0.0,0.0,0.2,0.0,18.338
0.0,0.5,0.0,0.0,0.0,0.2,0.0,
0.1,0.5,0.6666666666666666,0.0,1.0,1.2,0.25,18.445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,1.0,3.0,0.0,0.2,1.2,0.75,18.689
0.4,0.0,0.0,0.6,0.0,0.0,0.0,
0.1,0.25,0.3333333333333333,0.2,0.2,0.0,0.0,19.107
0.2,0.75,0.0,1.0,2.0,0.6,1.25,18.869
0.0,0.0,0.0,0.2,0.2,0.6,0.0,19.113
0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.0,1.6666666666666667,0.8,0.2,0.2,0.25,18.250999999999998
0.0,0.5,0.0,1.6,0.0,0.0,0.0,19.343
0.2,0.0,0.0,0.2,0.0,0.0,0.0,18.250999999999998
0.1,0.0,0.6666666666666666,0.6,0.4,0.6,0.0,
0.2,0.25,0.0,0.0,0.0,0.4,0.0,18.891
0.4,0.25,0.3333333333333333,0.6,0.0,0.0,0.25,17.725
0.0,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,19.496
0.0,0.0,0.0,0.0,0.0,0.4,0.0,18.094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.25,0.0,0.0,0.2,0.4,0.0,18.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.705
0.0,0.0,0.0,0.0,0.0,0.2,0.25,
1.1,0.0,1.3333333333333333,1.4,0.4,1.6,0.25,18.845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,0.3333333333333333,0.6,0.0,0.0,0.0,18.311
0.0,0.0,0.0,1.0,0.0,0.6,0.0,17.963
0.2,1.0,0.0,0.6,0.0,0.0,0.0,18.092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.75,0.3333333333333333,0.4,0.0,0.4,0.0,18.059
0.0,0.0,0.3333333333333333,0.2,0.2,0.2,0.0,18.79
0.0,1.25,0.3333333333333333,1.2,1.0,0.0,0.25,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.0,0.0,0.4,0.2,0.2,0.0,18.461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.053
0.0,0.25,0.0,0.0,0.0,0.0,0.0,18.669
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.253
0.2,0.25,0.3333333333333333,0.0,0.0,0.0,0.5,18.289
0.4,0.0,0.0,0.0,0.2,0.0,0.0,
0.0,0.25,0.3333333333333333,0.0,0.6,0.4,0.0,18.127
0.0,0.25,0.0,0.8,0.2,0.0,0.0,18.7
0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.96
0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,18.743
0.1,0.75,0.3333333333333333,0.4,0.2,1.0,0.0,18.992
0.2,0.0,0.0,0.2,0.0,0.0,0.0,18.932000000000002
0.0,0.5,0.0,0.0,0.0,0.0,0.0,18.527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91
0.5,0.0,0.0,0.0,0.0,0.0,0.25,19.496
0.3,0.0,0.0,1.2,0.4,0.0,0.0,
0.0,0.25,0.0,0.6,0.0,0.0,0.0,18.689
0.0,1.0,0.0,0.0,0.0,0.2,0.0,
0.0,0.5,1.0,0.2,0.2,0.0,0.0,18.932000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.2,0.0,0.0,0.0,18.894000000000002
0.0,1.75,0.0,0.4,0.0,0.2,0.0,18.179000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.089000000000002
0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.0,17.725
0.0,0.0,0.0,0.2,0.0,0.0,0.0,17.971
0.8,0.75,1.6666666666666667,0.6,0.4,0.0,0.0,18.88
0.3,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.4,0.0,0.0,0.25,19.180999999999997
0.1,0.0,0.0,0.4,0.0,0.0,0.25,18.762
0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.658
0.2,0.25,0.0,0.0,0.0,0.2,0.25,18.749000000000002
0.0,0.0,0.3333333333333333,1.2,0.0,1.2,0.25,18.957
0.0,0.25,0.0,0.0,0.0,0.0,0.5,18.24
0.6,0.25,0.3333333333333333,0.2,0.0,0.0,0.0,18.39
0.0,0.25,0.3333333333333333,0.2,0.0,0.0,0.0,18.39
0.0,0.0,0.0,0.4,1.6,0.2,0.0,18.439
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.483
0.0,0.0,0.0,0.0,0.6,0.0,0.0,
0.4,0.75,0.0,0.0,0.0,0.4,0.0,18.374000000000002
0.0,0.0,0.0,0.0,0.0,0.2,0.0,18.47
0.0,0.0,0.0,0.0,0.4,0.4,0.0,
0.4,0.0,0.0,0.6,0.0,1.2,0.5,18.719
0.0,0.25,0.0,0.6,0.6,0.0,0.0,18.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.958
0.1,0.0,0.0,0.8,0.2,0.2,0.0,18.430999999999997
0.0,0.0,0.3333333333333333,0.6,0.0,0.0,0.0,19.203
0.0,0.0,0.0,0.0,0.0,0.4,0.0,18.585
